stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids
AO055,"[10882, 10886, 11251, 5281515, 62444, 7335, 460, 7762, 7921, 8858]","[0.001, 0.2, 0.01, 0.3, 0.001, 0.1, 0.1, 0.01, 1.0, 0.01]","['paraffin oil', 'dep', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'nt', 'dep']","[31, 38, 59, 237, 282, 364, 220, 405, 441, 514]","[3, 1, 0, 1, 0, 0, 0, 0, 2, 1]","[[0.001, 0.2, 0.01, 0.3, 0.001, 0.1, 0.1, 0.01, 1.0, 0.01], [3, 1, 0, 1, 0, 0, 0, 0, 2, 1]]","[4, 5, 9, 57, 73, 96, 52, 106, 116, 137]"
AO060,"[11552, 12180, 14057, 15037, 31252, 460, 5281515, 61918, 7888, 79104]","[0.001, 0.01, 0.01, 0.01, 0.01, 0.1, 0.3, 0.05, 0.5, 0.3]","['pg', 'dep', 'pg', 'dep', 'pg', 'pg', 'dep', 'pg', 'dep', 'pg']","[63, 78, 98, 116, 163, 220, 237, 279, 429, 433]","[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[[0.001, 0.01, 0.01, 0.01, 0.01, 0.1, 0.3, 0.05, 0.5, 0.3], [0, 1, 0, 1, 0, 0, 1, 0, 1, 0]]","[12, 16, 23, 26, 41, 52, 57, 71, 111, 114]"
AO074,"[10890, 11702, 14057, 14286, 7921, 460, 62465, 6549, 7749, 9261]","[0.05, 0.1, 0.01, 0.01, 1.0, 0.1, 0.01, 0.1, 0.01, 0.1]","['paraffin oil', 'pg', 'pg', 'pg', 'nt', 'pg', 'pg', 'pg', 'dep', 'pg']","[45, 69, 98, 103, 441, 220, 285, 321, 398, 527]","[3, 0, 0, 0, 2, 0, 0, 0, 1, 0]","[[0.05, 0.1, 0.01, 0.01, 1.0, 0.1, 0.01, 0.1, 0.01, 0.1], [3, 0, 0, 0, 2, 0, 0, 0, 1, 0]]","[6, 13, 23, 24, 116, 52, 74, 81, 105, 140]"
AO080,"[114533, 7335, 7762, 7765, 8892]","[0.1, 0.1, 0.01, 0.001, 0.04]","['pg', 'pg', 'pg', 'pg', 'pg']","[61, 364, 405, 411, 520]","[0, 0, 0, 0, 0]","[[0.1, 0.1, 0.01, 0.001, 0.04], [0, 0, 0, 0, 0]]","[11, 96, 106, 107, 138]"
AO083,"[10886, 11251, 16590, 439570, 8785]","[0.2, 0.01, 0.001, 0.1, 0.05]","['dep', 'pg', 'pg', 'pg', 'pg']","[38, 59, 121, 213, 508]","[1, 0, 0, 0, 0]","[[0.2, 0.01, 0.001, 0.1, 0.05], [1, 0, 0, 0, 0]]","[5, 9, 28, 50, 136]"
AO091,"[12367, 2758778, 439570, 7921, 7344]","[0.1, 0.01, 0.1, 1.0, 0.15]","['dep', 'pg', 'pg', 'nt', 'dep']","[88, 159, 213, 441, 370]","[1, 0, 0, 2, 1]","[[0.1, 0.01, 0.1, 1.0, 0.15], [1, 0, 0, 2, 1]]","[19, 40, 50, 116, 98]"
AO180,"[10886, 10890, 114533, 6549, 7921]","[0.2, 0.05, 0.1, 0.1, 1.0]","['dep', 'paraffin oil', 'pg', 'pg', 'nt']","[38, 45, 61, 321, 441]","[1, 3, 0, 0, 2]","[[0.2, 0.05, 0.1, 0.1, 1.0], [1, 3, 0, 0, 2]]","[5, 6, 11, 81, 116]"
AO208,"[114533, 14514, 16590, 62444, 8892]","[0.1, 0.1, 0.001, 0.001, 0.04]","['pg', 'pg', 'pg', 'pg', 'pg']","[61, 114, 121, 282, 520]","[0, 0, 0, 0, 0]","[[0.1, 0.1, 0.001, 0.001, 0.04], [0, 0, 0, 0, 0]]","[11, 25, 28, 73, 138]"
AO235,"[10882, 12206, 15037, 460, 5365027, 7921, 7770, 8785, 5281515, 9261]","[0.001, 0.001, 0.01, 0.1, 0.01, 1.0, 0.001, 0.05, 0.3, 0.1]","['paraffin oil', 'pg', 'dep', 'pg', 'paraffin oil', 'nt', 'pg', 'pg', 'dep', 'pg']","[31, 83, 116, 220, 253, 441, 415, 508, 237, 527]","[3, 0, 1, 0, 3, 2, 0, 0, 1, 0]","[[0.001, 0.001, 0.01, 0.1, 0.01, 1.0, 0.001, 0.05, 0.3, 0.1], [3, 0, 1, 0, 3, 2, 0, 0, 1, 0]]","[4, 17, 26, 52, 64, 116, 108, 136, 57, 140]"
AO268,"[11251, 11552, 31252, 325, 5281515, 61918, 62465, 7144, 7888, 83623]","[0.01, 0.001, 0.01, 0.2, 0.3, 0.05, 0.01, 0.01, 0.5, 0.001]","['pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'dep', 'pg']","[59, 63, 163, 184, 237, 279, 285, 345, 429, 493]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[[0.01, 0.001, 0.01, 0.2, 0.3, 0.05, 0.01, 0.01, 0.5, 0.001], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0]]","[9, 12, 41, 45, 57, 71, 74, 90, 111, 132]"
AO276,"[12206, 15037, 460, 18635, 7654]","[0.001, 0.01, 0.1, 0.001, 0.1]","['pg', 'dep', 'pg', 'pg', 'dep']","[83, 116, 220, 126, 391]","[0, 1, 0, 0, 1]","[[0.001, 0.01, 0.1, 0.001, 0.1], [0, 1, 0, 0, 1]]","[17, 26, 52, 30, 104]"
AO284,"[10886, 11251, 62444, 7335, 7793]","[0.2, 0.01, 0.001, 0.1, 0.01]","['dep', 'pg', 'pg', 'pg', 'dep']","[38, 59, 282, 364, 419]","[1, 0, 0, 0, 1]","[[0.2, 0.01, 0.001, 0.1, 0.01], [1, 0, 0, 0, 1]]","[5, 9, 73, 96, 110]"
AO305,"[114533, 21427952, 7921, 8051, 8892]","[0.1, 0.001, 1.0, 0.001, 0.04]","['pg', 'pg', 'nt', 'paraffin oil', 'pg']","[61, 138, 441, 463, 520]","[0, 0, 2, 3, 0]","[[0.1, 0.001, 1.0, 0.001, 0.04], [0, 0, 2, 3, 0]]","[11, 33, 116, 124, 138]"
AO309,"[10886, 114533, 15037, 31265, 7921]","[0.2, 0.1, 0.01, 0.01, 1.0]","['dep', 'pg', 'dep', 'dep', 'nt']","[38, 61, 116, 175, 441]","[1, 0, 1, 1, 2]","[[0.2, 0.1, 0.01, 0.01, 1.0], [1, 0, 1, 1, 2]]","[5, 11, 26, 43, 116]"
AO318,"[11251, 18635, 31265, 460, 7150, 7921, 7749, 7765, 7793, 8785]","[0.01, 0.001, 0.01, 0.1, 0.05, 1.0, 0.01, 0.001, 0.01, 0.05]","['pg', 'pg', 'dep', 'pg', 'dep', 'nt', 'dep', 'pg', 'dep', 'pg']","[59, 126, 175, 220, 352, 441, 398, 411, 419, 508]","[0, 0, 1, 0, 1, 2, 1, 0, 1, 0]","[[0.01, 0.001, 0.01, 0.1, 0.05, 1.0, 0.01, 0.001, 0.01, 0.05], [0, 0, 1, 0, 1, 2, 1, 0, 1, 0]]","[9, 30, 43, 52, 92, 116, 105, 107, 110, 136]"
AO338,"[10882, 14514, 15037, 21427952, 460, 5281515, 5365027, 62444, 7749, 9589]","[0.001, 0.1, 0.01, 0.001, 0.1, 0.3, 0.01, 0.001, 0.01, 0.2]","['paraffin oil', 'pg', 'dep', 'pg', 'pg', 'dep', 'paraffin oil', 'pg', 'dep', 'pg']","[31, 114, 116, 138, 220, 237, 253, 282, 398, 530]","[3, 0, 1, 0, 0, 1, 3, 0, 1, 0]","[[0.001, 0.1, 0.01, 0.001, 0.1, 0.3, 0.01, 0.001, 0.01, 0.2], [3, 0, 1, 0, 0, 1, 3, 0, 1, 0]]","[4, 25, 26, 33, 52, 57, 64, 73, 105, 143]"
AO390,"[12367, 460, 7921, 5365027, 79104]","[0.1, 0.1, 1.0, 0.01, 0.3]","['dep', 'pg', 'nt', 'paraffin oil', 'pg']","[88, 220, 441, 253, 433]","[1, 0, 2, 3, 0]","[[0.1, 0.1, 1.0, 0.01, 0.3], [1, 0, 2, 3, 0]]","[19, 52, 116, 64, 114]"
AO440,"[10890, 11251, 11702, 14057, 14286, 460, 62465, 7749, 7770, 83623]","[0.05, 0.01, 0.1, 0.01, 0.01, 0.1, 0.01, 0.01, 0.001, 0.001]","['paraffin oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg']","[45, 59, 69, 98, 103, 220, 285, 398, 415, 493]","[3, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[[0.05, 0.01, 0.1, 0.01, 0.01, 0.1, 0.01, 0.01, 0.001, 0.001], [3, 0, 0, 0, 0, 0, 0, 1, 0, 0]]","[6, 9, 13, 23, 24, 52, 74, 105, 108, 132]"
AO456,"[10886, 7165, 7654, 7749, 7762, 7793, 7888, 79104, 7921, 8858]","[0.2, 0.01, 0.1, 0.01, 0.01, 0.01, 0.5, 0.3, 1.0, 0.01]","['dep', 'pg', 'dep', 'dep', 'pg', 'dep', 'dep', 'pg', 'nt', 'dep']","[38, 357, 391, 398, 405, 419, 429, 433, 441, 514]","[1, 0, 1, 1, 0, 1, 1, 0, 2, 1]","[[0.2, 0.01, 0.1, 0.01, 0.01, 0.01, 0.5, 0.3, 1.0, 0.01], [1, 0, 1, 1, 0, 1, 1, 0, 2, 1]]","[5, 93, 104, 105, 106, 110, 111, 114, 116, 137]"
AO482,"[460, 61918, 7127, 7654, 7921]","[0.1, 0.05, 0.2, 0.1, 1.0]","['pg', 'pg', 'pg', 'dep', 'nt']","[220, 279, 344, 391, 441]","[0, 0, 0, 1, 2]","[[0.1, 0.05, 0.2, 0.1, 1.0], [0, 0, 0, 1, 2]]","[52, 71, 89, 104, 116]"
AO486,"[114533, 3314, 12813, 7335, 9261]","[0.1, 0.1, 1.0, 0.1, 0.1]","['pg', 'dep', 'nt', 'pg', 'pg']","[61, 200, 97, 364, 527]","[0, 1, 2, 0, 0]","[[0.1, 0.1, 1.0, 0.1, 0.1], [0, 1, 2, 0, 0]]","[11, 48, 22, 96, 140]"
AO500,"[16590, 21427952, 460, 7749, 7921]","[0.001, 0.001, 0.1, 0.01, 1.0]","['pg', 'pg', 'pg', 'dep', 'nt']","[121, 138, 220, 398, 441]","[0, 0, 0, 1, 2]","[[0.001, 0.001, 0.1, 0.01, 1.0], [0, 0, 0, 1, 2]]","[28, 33, 52, 105, 116]"
AO542,"[114533, 14286, 7762, 8858, 8892]","[0.1, 0.01, 0.01, 0.01, 0.04]","['pg', 'pg', 'pg', 'dep', 'pg']","[61, 103, 405, 514, 520]","[0, 0, 0, 1, 0]","[[0.1, 0.01, 0.01, 0.01, 0.04], [0, 0, 0, 1, 0]]","[11, 24, 106, 137, 138]"
AO549,"[10882, 5281515, 7921, 8051, 8892]","[0.001, 0.3, 1.0, 0.001, 0.04]","['paraffin oil', 'dep', 'nt', 'paraffin oil', 'pg']","[31, 237, 441, 463, 520]","[3, 1, 2, 3, 0]","[[0.001, 0.3, 1.0, 0.001, 0.04], [3, 1, 2, 3, 0]]","[4, 57, 116, 124, 138]"
AO567,"[7921, 5365027, 61918, 62465, 8892]","[1.0, 0.01, 0.05, 0.01, 0.04]","['nt', 'paraffin oil', 'pg', 'pg', 'pg']","[441, 253, 279, 285, 520]","[2, 3, 0, 0, 0]","[[1.0, 0.01, 0.05, 0.01, 0.04], [2, 3, 0, 0, 0]]","[116, 64, 71, 74, 138]"
AO579,"[10400, 114533, 14057, 15651, 62444]","[0.03, 0.1, 0.01, 1.0, 0.001]","['paraffin oil', 'pg', 'pg', 'nt', 'pg']","[16, 61, 98, 120, 282]","[3, 0, 0, 2, 0]","[[0.03, 0.1, 0.01, 1.0, 0.001], [3, 0, 0, 2, 0]]","[1, 11, 23, 27, 73]"
AO596,"[10886, 114533, 6549, 7335, 7921]","[0.2, 0.1, 0.1, 0.1, 1.0]","['dep', 'pg', 'pg', 'pg', 'nt']","[38, 61, 321, 364, 441]","[1, 0, 0, 0, 2]","[[0.2, 0.1, 0.1, 0.1, 1.0], [1, 0, 0, 0, 2]]","[5, 11, 81, 96, 116]"
AO615,"[15037, 7921, 460, 61918, 7793]","[0.01, 1.0, 0.1, 0.05, 0.01]","['dep', 'nt', 'pg', 'pg', 'dep']","[116, 441, 220, 279, 419]","[1, 2, 0, 0, 1]","[[0.01, 1.0, 0.1, 0.05, 0.01], [1, 2, 0, 0, 1]]","[26, 116, 52, 71, 110]"
AO665,"[11251, 11702, 16590, 7749, 8892]","[0.01, 0.1, 0.001, 0.01, 0.04]","['pg', 'pg', 'pg', 'dep', 'pg']","[59, 69, 121, 398, 520]","[0, 0, 0, 1, 0]","[[0.01, 0.1, 0.001, 0.01, 0.04], [0, 0, 0, 1, 0]]","[9, 13, 28, 105, 138]"
AO684,"[12367, 18635, 2758778, 439570, 7793]","[0.1, 0.001, 0.01, 0.1, 0.01]","['dep', 'pg', 'pg', 'pg', 'dep']","[88, 126, 159, 213, 419]","[1, 0, 0, 0, 1]","[[0.1, 0.001, 0.01, 0.1, 0.01], [1, 0, 0, 0, 1]]","[19, 30, 40, 50, 110]"
AO697,"[10882, 12206, 15037, 21427952, 460, 5365027, 7921, 62444, 7749, 9261]","[0.001, 0.001, 0.01, 0.001, 0.1, 0.01, 1.0, 0.001, 0.01, 0.1]","['paraffin oil', 'pg', 'dep', 'pg', 'pg', 'paraffin oil', 'nt', 'pg', 'dep', 'pg']","[31, 83, 116, 138, 220, 253, 441, 282, 398, 527]","[3, 0, 1, 0, 0, 3, 2, 0, 1, 0]","[[0.001, 0.001, 0.01, 0.001, 0.1, 0.01, 1.0, 0.001, 0.01, 0.1], [3, 0, 1, 0, 0, 3, 2, 0, 1, 0]]","[4, 17, 26, 33, 52, 64, 116, 73, 105, 140]"
AO718,"[10886, 11251, 114533, 7921, 16590, 7793, 31265, 460, 7749, 9589]","[0.2, 0.01, 0.1, 1.0, 0.001, 0.01, 0.01, 0.1, 0.01, 0.2]","['dep', 'pg', 'pg', 'nt', 'pg', 'dep', 'dep', 'pg', 'dep', 'pg']","[38, 59, 61, 441, 121, 419, 175, 220, 398, 530]","[1, 0, 0, 2, 0, 1, 1, 0, 1, 0]","[[0.2, 0.01, 0.1, 1.0, 0.001, 0.01, 0.01, 0.1, 0.01, 0.2], [1, 0, 0, 2, 0, 1, 1, 0, 1, 0]]","[5, 9, 11, 116, 28, 110, 43, 52, 105, 143]"
AO742,"[16590, 21427952, 439570, 460, 79104]","[0.001, 0.001, 0.1, 0.1, 0.3]","['pg', 'pg', 'pg', 'pg', 'pg']","[121, 138, 213, 220, 433]","[0, 0, 0, 0, 0]","[[0.001, 0.001, 0.1, 0.1, 0.3], [0, 0, 0, 0, 0]]","[28, 33, 50, 52, 114]"
AO762,"[79104, 460, 7793, 7921, 9261]","[0.3, 0.1, 0.01, 1.0, 0.1]","['pg', 'pg', 'dep', 'nt', 'pg']","[433, 220, 419, 441, 527]","[0, 0, 1, 2, 0]","[[0.3, 0.1, 0.01, 1.0, 0.1], [0, 0, 1, 2, 0]]","[114, 52, 110, 116, 140]"
AO849,"[10400, 12813, 14514, 21427952, 460]","[0.03, 1.0, 0.1, 0.001, 0.1]","['paraffin oil', 'nt', 'pg', 'pg', 'pg']","[16, 97, 114, 138, 220]","[3, 2, 0, 0, 0]","[[0.03, 1.0, 0.1, 0.001, 0.1], [3, 2, 0, 0, 0]]","[1, 22, 25, 33, 52]"
AO865,"[10890, 7921, 11702, 14514, 460, 6549, 7654, 7770, 83623, 9261]","[0.05, 1.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.001, 0.001, 0.1]","['paraffin oil', 'nt', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg']","[45, 441, 69, 114, 220, 321, 391, 415, 493, 527]","[3, 2, 0, 0, 0, 0, 1, 0, 0, 0]","[[0.05, 1.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.001, 0.001, 0.1], [3, 2, 0, 0, 0, 0, 1, 0, 0, 0]]","[6, 116, 13, 25, 52, 81, 104, 108, 132, 140]"
AO870,"[11251, 114533, 16590, 18635, 7921, 31265, 7150, 7749, 7793, 8785]","[0.01, 0.1, 0.001, 0.001, 1.0, 0.01, 0.05, 0.01, 0.01, 0.05]","['pg', 'pg', 'pg', 'pg', 'nt', 'dep', 'dep', 'dep', 'dep', 'pg']","[59, 61, 121, 126, 441, 175, 352, 398, 419, 508]","[0, 0, 0, 0, 2, 1, 1, 1, 1, 0]","[[0.01, 0.1, 0.001, 0.001, 1.0, 0.01, 0.05, 0.01, 0.01, 0.05], [0, 0, 0, 0, 2, 1, 1, 1, 1, 0]]","[9, 11, 28, 30, 116, 43, 92, 105, 110, 136]"
AO882,"[7921, 14057, 14286, 14514, 6549, 460, 62444, 7654, 83623, 9261]","[1.0, 0.01, 0.01, 0.1, 0.1, 0.1, 0.001, 0.1, 0.001, 0.1]","['nt', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg']","[441, 98, 103, 114, 321, 220, 282, 391, 493, 527]","[2, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[[1.0, 0.01, 0.01, 0.1, 0.1, 0.1, 0.001, 0.1, 0.001, 0.1], [2, 0, 0, 0, 0, 0, 0, 1, 0, 0]]","[116, 23, 24, 25, 81, 52, 73, 104, 132, 140]"
AO915,[5281167],[0.1],['pg'],[227],[0],"[[0.1], [0]]",[55]
AO919,"[114533, 15037, 62465, 8785, 7921]","[0.1, 0.01, 0.01, 0.05, 1.0]","['pg', 'dep', 'pg', 'pg', 'nt']","[61, 116, 285, 508, 441]","[0, 1, 0, 0, 2]","[[0.1, 0.01, 0.01, 0.05, 1.0], [0, 1, 0, 0, 2]]","[11, 26, 74, 136, 116]"
AO984,"[439570, 62444, 7127, 7921, 7344]","[0.1, 0.001, 0.2, 1.0, 0.15]","['pg', 'pg', 'pg', 'nt', 'dep']","[213, 282, 344, 441, 370]","[0, 0, 0, 2, 1]","[[0.1, 0.001, 0.2, 1.0, 0.15], [0, 0, 0, 2, 1]]","[50, 73, 89, 116, 98]"
AP029,"[10886, 12180, 7165, 7344, 8858]","[0.2, 0.01, 0.01, 0.15, 0.01]","['dep', 'dep', 'pg', 'dep', 'dep']","[38, 78, 357, 370, 514]","[1, 1, 0, 1, 1]","[[0.2, 0.01, 0.01, 0.15, 0.01], [1, 1, 0, 1, 1]]","[5, 16, 93, 98, 137]"
AP048,"[11251, 14514, 61527, 8858, 9261]","[0.01, 0.1, 0.001, 0.01, 0.1]","['pg', 'pg', 'pg', 'dep', 'pg']","[59, 114, 264, 514, 527]","[0, 0, 0, 1, 0]","[[0.01, 0.1, 0.001, 0.01, 0.1], [0, 0, 0, 1, 0]]","[9, 25, 67, 137, 140]"
AP067,"[11251, 31252, 3314, 6920, 7165]","[0.01, 0.01, 0.1, 0.07, 0.01]","['pg', 'pg', 'dep', 'pg', 'pg']","[59, 163, 200, 334, 357]","[0, 0, 1, 0, 0]","[[0.01, 0.01, 0.1, 0.07, 0.01], [0, 0, 1, 0, 0]]","[9, 41, 48, 85, 93]"
AP145,"[11251, 114533, 14514, 439570, 9261]","[0.01, 0.1, 0.1, 0.1, 0.1]","['pg', 'pg', 'pg', 'pg', 'pg']","[59, 61, 114, 213, 527]","[0, 0, 0, 0, 0]","[[0.01, 0.1, 0.1, 0.1, 0.1], [0, 0, 0, 0, 0]]","[9, 11, 25, 50, 140]"
AP146,"[7144, 18635, 5324978, 62444, 7165, 7410, 7749, 7765, 78944, 9589]","[0.01, 0.001, 0.3, 0.001, 0.01, 0.01, 0.01, 0.001, 0.1, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg']","[345, 126, 243, 282, 357, 381, 398, 411, 431, 530]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[[0.01, 0.001, 0.3, 0.001, 0.01, 0.01, 0.01, 0.001, 0.1, 0.2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]","[90, 30, 60, 73, 93, 100, 105, 107, 112, 143]"
AP154,"[12367, 31252, 3314, 8892, 9589]","[0.1, 0.01, 0.1, 0.04, 0.2]","['dep', 'pg', 'dep', 'pg', 'pg']","[88, 163, 200, 520, 530]","[1, 0, 1, 0, 0]","[[0.1, 0.01, 0.1, 0.04, 0.2], [1, 0, 1, 0, 0]]","[19, 41, 48, 138, 143]"
AP164,"[326, 7344, 7762, 8785, 8858]","[0.1, 0.15, 0.01, 0.05, 0.01]","['pg', 'dep', 'pg', 'pg', 'dep']","[193, 370, 405, 508, 514]","[0, 1, 0, 0, 1]","[[0.1, 0.15, 0.01, 0.05, 0.01], [0, 1, 0, 0, 1]]","[47, 98, 106, 136, 137]"
AP177,"[62444, 62465, 7150, 7410, 9261]","[0.001, 0.01, 0.05, 0.01, 0.1]","['pg', 'pg', 'dep', 'pg', 'pg']","[282, 285, 352, 381, 527]","[0, 0, 1, 0, 0]","[[0.001, 0.01, 0.05, 0.01, 0.1], [0, 0, 1, 0, 0]]","[73, 74, 92, 100, 140]"
AP182,"[7144, 12367, 18635, 31265, 62444, 7165, 7410, 7749, 8785, 91497]","[0.01, 0.1, 0.001, 0.01, 0.001, 0.01, 0.01, 0.01, 0.05, 1.0]","['pg', 'dep', 'pg', 'dep', 'pg', 'pg', 'pg', 'dep', 'pg', 'nt']","[345, 88, 126, 175, 282, 357, 381, 398, 508, 526]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 2]","[[0.01, 0.1, 0.001, 0.01, 0.001, 0.01, 0.01, 0.01, 0.05, 1.0], [0, 1, 0, 1, 0, 0, 0, 1, 0, 2]]","[90, 19, 30, 43, 73, 93, 100, 105, 136, 139]"
AP257,"[114533, 11552, 15037, 3314, 5362720, 61527, 62465, 7222, 7335, 76322]","[0.1, 0.01, 0.01, 0.1, 0.015, 0.001, 0.01, 0.1, 0.1, 0.1]","['pg', 'pg', 'dep', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[61, 65, 116, 200, 244, 264, 285, 360, 364, 388]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[[0.1, 0.01, 0.01, 0.1, 0.015, 0.001, 0.01, 0.1, 0.1, 0.1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0]]","[11, 12, 26, 48, 61, 67, 74, 94, 96, 103]"
AP258,"[14286, 7144, 7749, 7921, 8785]","[0.001, 0.01, 0.01, 1.0, 0.05]","['pg', 'pg', 'dep', 'nt', 'pg']","[100, 345, 398, 441, 508]","[0, 0, 1, 2, 0]","[[0.001, 0.01, 0.01, 1.0, 0.05], [0, 0, 1, 2, 0]]","[24, 90, 105, 116, 136]"
AP275,"[31252, 5362720, 6920, 7150, 7888]","[0.01, 0.015, 0.07, 0.05, 0.5]","['pg', 'pg', 'pg', 'dep', 'dep']","[163, 244, 334, 352, 429]","[0, 0, 0, 1, 1]","[[0.01, 0.015, 0.07, 0.05, 0.5], [0, 0, 0, 1, 1]]","[41, 61, 85, 92, 111]"
AP283,"[31252, 5281515, 7165, 7888, 9589]","[0.01, 0.3, 0.01, 0.5, 0.2]","['pg', 'dep', 'pg', 'dep', 'pg']","[163, 237, 357, 429, 530]","[0, 1, 0, 1, 0]","[[0.01, 0.3, 0.01, 0.5, 0.2], [0, 1, 0, 1, 0]]","[41, 57, 93, 111, 143]"
AP320,"[11552, 460, 61918, 6920, 7793]","[0.01, 0.1, 0.05, 0.07, 0.01]","['pg', 'pg', 'pg', 'pg', 'dep']","[65, 220, 279, 334, 419]","[0, 0, 0, 0, 1]","[[0.01, 0.1, 0.05, 0.07, 0.01], [0, 0, 0, 0, 1]]","[12, 52, 71, 85, 110]"
AP325,"[14514, 15651, 4133, 439570, 9261]","[0.1, 1.0, 0.01, 0.1, 0.1]","['pg', 'nt', 'paraffin oil', 'pg', 'pg']","[114, 120, 204, 213, 527]","[0, 2, 3, 0, 0]","[[0.1, 1.0, 0.01, 0.1, 0.1], [0, 2, 3, 0, 0]]","[25, 27, 49, 50, 140]"
AP340,"[10400, 114533, 12180, 14057, 325, 5362720, 6549, 7888, 8785, 9589]","[0.03, 0.1, 0.01, 0.01, 0.2, 0.015, 0.1, 0.5, 0.05, 0.2]","['paraffin oil', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg']","[16, 61, 78, 98, 184, 244, 321, 429, 508, 530]","[3, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[[0.03, 0.1, 0.01, 0.01, 0.2, 0.015, 0.1, 0.5, 0.05, 0.2], [3, 0, 1, 0, 0, 0, 0, 1, 0, 0]]","[1, 11, 16, 23, 45, 61, 81, 111, 136, 143]"
AP385,"[12367, 18635, 31265, 62444, 6920, 7127, 7749, 78944, 8785, 9589]","[0.1, 0.001, 0.01, 0.001, 0.07, 0.2, 0.01, 0.1, 0.05, 0.2]","['dep', 'pg', 'dep', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg']","[88, 126, 175, 282, 334, 344, 398, 431, 508, 530]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[[0.1, 0.001, 0.01, 0.001, 0.07, 0.2, 0.01, 0.1, 0.05, 0.2], [1, 0, 1, 0, 0, 0, 1, 0, 0, 0]]","[19, 30, 43, 73, 85, 89, 105, 112, 136, 143]"
AP397,"[10890, 7144, 31265, 460, 7165, 7749, 7762, 7793, 79104, 8892]","[0.05, 0.01, 0.01, 0.1, 0.01, 0.01, 0.01, 0.01, 0.3, 0.04]","['paraffin oil', 'pg', 'dep', 'pg', 'pg', 'dep', 'pg', 'dep', 'pg', 'pg']","[45, 345, 175, 220, 357, 398, 405, 419, 433, 520]","[3, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[[0.05, 0.01, 0.01, 0.1, 0.01, 0.01, 0.01, 0.01, 0.3, 0.04], [3, 0, 1, 0, 0, 1, 0, 1, 0, 0]]","[6, 90, 43, 52, 93, 105, 106, 110, 114, 138]"
AP399,"[12180, 326, 7165, 7344, 8892]","[0.01, 0.1, 0.01, 0.15, 0.04]","['dep', 'pg', 'pg', 'dep', 'pg']","[78, 193, 357, 370, 520]","[1, 0, 0, 1, 0]","[[0.01, 0.1, 0.01, 0.15, 0.04], [1, 0, 0, 1, 0]]","[16, 47, 93, 98, 138]"
AP431,"[14057, 16590, 31265, 6920, 7150]","[0.01, 0.001, 0.01, 0.07, 0.05]","['pg', 'pg', 'dep', 'pg', 'dep']","[98, 121, 175, 334, 352]","[0, 0, 1, 0, 1]","[[0.01, 0.001, 0.01, 0.07, 0.05], [0, 0, 1, 0, 1]]","[23, 28, 43, 85, 92]"
AP432,"[11552, 15037, 16590, 31252, 62465, 6989, 7222, 76322, 7793, 9261]","[0.01, 0.01, 0.001, 0.01, 0.01, 0.2, 0.1, 0.1, 0.01, 0.1]","['pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg']","[65, 116, 121, 163, 285, 339, 360, 388, 419, 527]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[[0.01, 0.01, 0.001, 0.01, 0.01, 0.2, 0.1, 0.1, 0.01, 0.1], [0, 1, 0, 0, 0, 0, 0, 0, 1, 0]]","[12, 26, 28, 41, 74, 86, 94, 103, 110, 140]"
AP447,"[114533, 14514, 15651, 7335, 76322]","[0.1, 0.1, 1.0, 0.1, 0.1]","['pg', 'pg', 'nt', 'pg', 'pg']","[61, 114, 120, 364, 388]","[0, 0, 2, 0, 0]","[[0.1, 0.1, 1.0, 0.1, 0.1], [0, 0, 2, 0, 0]]","[11, 25, 27, 96, 103]"
